,Data,val_latitude,val_longitude,val_medida
390,2020-01-17 06:00:00,-23212.657045,-63505.852552,11907.4
391,2020-01-17 07:00:00,-23212.657045,-63505.852552,11907.4
392,2020-01-17 08:00:00,-23212.657045,-63505.852552,11907.4
393,2020-01-17 09:00:00,-23212.657045,-63505.852552,11907.4
394,2020-01-17 10:00:00,-23212.657045,-63505.852552,11907.4
395,2020-01-17 11:00:00,-23212.657045,-63505.852552,11907.4
396,2020-01-17 12:00:00,-23212.657045,-63505.852552,11907.4
397,2020-01-17 13:00:00,-23212.657045,-63505.852552,11907.4
398,2020-01-17 14:00:00,-23212.657045,-63505.852552,11907.4
399,2020-01-17 15:00:00,-23212.657045,-63505.852552,11907.4
400,2020-01-17 16:00:00,-23212.657045,-63505.852552,11907.4
401,2020-01-17 17:00:00,-23212.657045,-63505.852552,11907.4
402,2020-01-17 18:00:00,-23212.657045,-63505.852552,11907.4
403,2020-01-17 19:00:00,-23212.657045,-63505.852552,11907.4
404,2020-01-17 20:00:00,-23212.657045,-63505.852552,11907.4
405,2020-01-17 21:00:00,-23212.657045,-63505.852552,11907.4
406,2020-01-17 22:00:00,-23212.657045,-63505.852552,11907.4
407,2020-01-17 23:00:00,-23212.657045,-63505.852552,11907.4
